2025-12-19 13:17:11,053 | INFO | Logging initialized. Log file: results\navigation\run_20251219_131711\run.log
2025-12-19 13:17:11,054 | INFO | Results will be saved to: results\navigation\run_20251219_131711
2025-12-19 13:17:11,054 | INFO | Seed: 22
2025-12-19 13:17:11,055 | INFO | Unity exe: C:\Users\anhtu\pyspark\Reinforcement_Learning_Projects\deep-reinforcement-learning-master\p1_navigation\Banana_Windows_x86_64\Banana.exe
2025-12-19 13:17:11,055 | INFO | No hyperparameter search requested; running a single configuration.
2025-12-19 13:17:11,056 | INFO | Using hyperparameters: {"batch_size":64,"buffer_size":50000,"decay_steps":300000,"double_dqn":true,"grad_clip":10.0,"hidden_dims":[128,128],"init_epsilon":1.0,"lr":0.0001,"min_epsilon":0.05,"n_warmup_batches":5,"optimizer":"Adam","rms_alpha":0.95,"rms_centered":false,"rms_eps":0.01,"rms_momentum":0.9,"schedule":"exp","target_update_every_steps":100,"tau_ratio":0.3,"use_huber":true,"weight_decay":0.0}
2025-12-19 13:21:43,069 | INFO | [default | seed 22] elapsed_time 00:04:32, episode 0007, episode_steps 300, mean_reward_over_100_episodes_from_training 00.38±01.65, mean_exploration_ratio_over_100_episodes_from_training 0.7533±0.0253, epsilon 0.978, mean_reward_over_100_episodes_from_eval 00.25±01.71
2025-12-19 13:22:15,743 | INFO | [default | seed 22] elapsed_time 00:05:04, episode 0008, episode_steps 300, mean_reward_over_100_episodes_from_training 00.33±01.56, mean_exploration_ratio_over_100_episodes_from_training 0.7500±0.0256, epsilon 0.975, mean_reward_over_100_episodes_from_eval 01.78±04.61
2025-12-19 13:22:48,634 | INFO | [default | seed 22] elapsed_time 00:05:37, episode 0009, episode_steps 300, mean_reward_over_100_episodes_from_training 00.30±01.49, mean_exploration_ratio_over_100_episodes_from_training 0.7450±0.0286, epsilon 0.972, mean_reward_over_100_episodes_from_eval 02.20±04.56
2025-12-19 13:23:21,956 | INFO | [default | seed 22] elapsed_time 00:06:10, episode 0010, episode_steps 300, mean_reward_over_100_episodes_from_training 00.18±01.47, mean_exploration_ratio_over_100_episodes_from_training 0.7458±0.0273, epsilon 0.969, mean_reward_over_100_episodes_from_eval 03.00±05.03
2025-12-19 13:23:54,598 | INFO | [default | seed 22] elapsed_time 00:06:43, episode 0011, episode_steps 300, mean_reward_over_100_episodes_from_training 00.33±01.49, mean_exploration_ratio_over_100_episodes_from_training 0.7419±0.0291, epsilon 0.966, mean_reward_over_100_episodes_from_eval 02.83±04.84
2025-12-19 13:24:27,536 | INFO | [default | seed 22] elapsed_time 00:07:16, episode 0012, episode_steps 300, mean_reward_over_100_episodes_from_training 00.23±01.48, mean_exploration_ratio_over_100_episodes_from_training 0.7431±0.0282, epsilon 0.963, mean_reward_over_100_episodes_from_eval 03.38±05.03
2025-12-19 13:25:00,242 | INFO | [default | seed 22] elapsed_time 00:07:49, episode 0013, episode_steps 300, mean_reward_over_100_episodes_from_training 00.36±01.49, mean_exploration_ratio_over_100_episodes_from_training 0.7405±0.0288, epsilon 0.960, mean_reward_over_100_episodes_from_eval 03.57±04.89
2025-12-19 13:25:33,014 | INFO | [default | seed 22] elapsed_time 00:08:21, episode 0014, episode_steps 300, mean_reward_over_100_episodes_from_training 00.40±01.45, mean_exploration_ratio_over_100_episodes_from_training 0.7420±0.0284, epsilon 0.957, mean_reward_over_100_episodes_from_eval 03.33±04.81
2025-12-19 13:26:05,750 | INFO | [default | seed 22] elapsed_time 00:08:54, episode 0015, episode_steps 300, mean_reward_over_100_episodes_from_training 00.44±01.41, mean_exploration_ratio_over_100_episodes_from_training 0.7417±0.0275, epsilon 0.954, mean_reward_over_100_episodes_from_eval 03.25±04.67
2025-12-19 13:26:38,094 | INFO | [default | seed 22] elapsed_time 00:09:27, episode 0016, episode_steps 300, mean_reward_over_100_episodes_from_training 00.29±01.49, mean_exploration_ratio_over_100_episodes_from_training 0.7396±0.0279, epsilon 0.951, mean_reward_over_100_episodes_from_eval 03.29±04.53
2025-12-19 13:27:10,227 | INFO | [default | seed 22] elapsed_time 00:09:59, episode 0017, episode_steps 300, mean_reward_over_100_episodes_from_training 00.22±01.47, mean_exploration_ratio_over_100_episodes_from_training 0.7374±0.0286, epsilon 0.948, mean_reward_over_100_episodes_from_eval 03.44±04.45
2025-12-19 13:27:45,749 | INFO | [default | seed 22] elapsed_time 00:10:34, episode 0018, episode_steps 300, mean_reward_over_100_episodes_from_training 00.21±01.44, mean_exploration_ratio_over_100_episodes_from_training 0.7354±0.0291, epsilon 0.945, mean_reward_over_100_episodes_from_eval 03.53±04.35
2025-12-19 13:28:18,495 | INFO | [default | seed 22] elapsed_time 00:11:07, episode 0019, episode_steps 300, mean_reward_over_100_episodes_from_training 00.20±01.40, mean_exploration_ratio_over_100_episodes_from_training 0.7362±0.0285, epsilon 0.942, mean_reward_over_100_episodes_from_eval 04.10±04.92
2025-12-19 13:28:55,682 | INFO | [default | seed 22] elapsed_time 00:11:44, episode 0020, episode_steps 300, mean_reward_over_100_episodes_from_training 00.14±01.39, mean_exploration_ratio_over_100_episodes_from_training 0.7346±0.0287, epsilon 0.939, mean_reward_over_100_episodes_from_eval 04.10±04.80
2025-12-19 13:29:29,588 | INFO | [default | seed 22] elapsed_time 00:12:18, episode 0021, episode_steps 300, mean_reward_over_100_episodes_from_training 00.14±01.36, mean_exploration_ratio_over_100_episodes_from_training 0.7341±0.0281, epsilon 0.936, mean_reward_over_100_episodes_from_eval 04.32±04.80
2025-12-19 13:30:02,825 | INFO | [default | seed 22] elapsed_time 00:12:51, episode 0022, episode_steps 300, mean_reward_over_100_episodes_from_training 00.17±01.34, mean_exploration_ratio_over_100_episodes_from_training 0.7325±0.0285, epsilon 0.933, mean_reward_over_100_episodes_from_eval 04.70±05.02
2025-12-19 13:30:35,460 | INFO | [default | seed 22] elapsed_time 00:13:24, episode 0023, episode_steps 300, mean_reward_over_100_episodes_from_training 00.12±01.33, mean_exploration_ratio_over_100_episodes_from_training 0.7324±0.0279, epsilon 0.930, mean_reward_over_100_episodes_from_eval 04.62±04.92
2025-12-19 13:31:08,335 | INFO | [default | seed 22] elapsed_time 00:13:57, episode 0024, episode_steps 300, mean_reward_over_100_episodes_from_training 00.12±01.31, mean_exploration_ratio_over_100_episodes_from_training 0.7309±0.0283, epsilon 0.927, mean_reward_over_100_episodes_from_eval 04.60±04.82
2025-12-19 13:31:41,951 | INFO | [default | seed 22] elapsed_time 00:14:30, episode 0025, episode_steps 300, mean_reward_over_100_episodes_from_training 00.15±01.29, mean_exploration_ratio_over_100_episodes_from_training 0.7295±0.0286, epsilon 0.924, mean_reward_over_100_episodes_from_eval 04.42±04.81
2025-12-19 13:32:14,511 | INFO | [default | seed 22] elapsed_time 00:15:03, episode 0026, episode_steps 300, mean_reward_over_100_episodes_from_training 00.19±01.28, mean_exploration_ratio_over_100_episodes_from_training 0.7279±0.0292, epsilon 0.921, mean_reward_over_100_episodes_from_eval 04.26±04.80
2025-12-19 13:32:47,022 | INFO | [default | seed 22] elapsed_time 00:15:35, episode 0027, episode_steps 300, mean_reward_over_100_episodes_from_training 00.11±01.32, mean_exploration_ratio_over_100_episodes_from_training 0.7265±0.0296, epsilon 0.918, mean_reward_over_100_episodes_from_eval 04.18±04.73
2025-12-19 13:33:19,761 | INFO | [default | seed 22] elapsed_time 00:16:08, episode 0028, episode_steps 300, mean_reward_over_100_episodes_from_training 00.17±01.34, mean_exploration_ratio_over_100_episodes_from_training 0.7256±0.0295, epsilon 0.916, mean_reward_over_100_episodes_from_eval 04.10±04.66
2025-12-19 13:33:52,976 | INFO | [default | seed 22] elapsed_time 00:16:41, episode 0029, episode_steps 300, mean_reward_over_100_episodes_from_training 00.17±01.32, mean_exploration_ratio_over_100_episodes_from_training 0.7248±0.0293, epsilon 0.913, mean_reward_over_100_episodes_from_eval 04.33±04.75
2025-12-19 13:34:25,481 | INFO | [default | seed 22] elapsed_time 00:17:14, episode 0030, episode_steps 300, mean_reward_over_100_episodes_from_training 00.23±01.34, mean_exploration_ratio_over_100_episodes_from_training 0.7235±0.0296, epsilon 0.910, mean_reward_over_100_episodes_from_eval 04.26±04.69
2025-12-19 13:34:59,075 | INFO | [default | seed 22] elapsed_time 00:17:48, episode 0031, episode_steps 300, mean_reward_over_100_episodes_from_training 00.22±01.32, mean_exploration_ratio_over_100_episodes_from_training 0.7229±0.0294, epsilon 0.907, mean_reward_over_100_episodes_from_eval 04.56±04.92
2025-12-19 13:35:32,235 | INFO | [default | seed 22] elapsed_time 00:18:21, episode 0032, episode_steps 300, mean_reward_over_100_episodes_from_training 00.24±01.30, mean_exploration_ratio_over_100_episodes_from_training 0.7215±0.0300, epsilon 0.904, mean_reward_over_100_episodes_from_eval 04.76±04.97
2025-12-19 13:36:04,788 | INFO | [default | seed 22] elapsed_time 00:18:53, episode 0033, episode_steps 300, mean_reward_over_100_episodes_from_training 00.26±01.29, mean_exploration_ratio_over_100_episodes_from_training 0.7212±0.0296, epsilon 0.901, mean_reward_over_100_episodes_from_eval 04.65±04.93
2025-12-19 13:36:37,583 | INFO | [default | seed 22] elapsed_time 00:19:26, episode 0034, episode_steps 300, mean_reward_over_100_episodes_from_training 00.20±01.33, mean_exploration_ratio_over_100_episodes_from_training 0.7207±0.0293, epsilon 0.898, mean_reward_over_100_episodes_from_eval 04.66±04.86
2025-12-19 13:37:10,175 | INFO | [default | seed 22] elapsed_time 00:19:59, episode 0035, episode_steps 300, mean_reward_over_100_episodes_from_training 00.17±01.32, mean_exploration_ratio_over_100_episodes_from_training 0.7203±0.0290, epsilon 0.896, mean_reward_over_100_episodes_from_eval 04.61±04.80
2025-12-19 13:37:43,412 | INFO | [default | seed 22] elapsed_time 00:20:32, episode 0036, episode_steps 300, mean_reward_over_100_episodes_from_training 00.16±01.31, mean_exploration_ratio_over_100_episodes_from_training 0.7188±0.0299, epsilon 0.893, mean_reward_over_100_episodes_from_eval 04.49±04.80
2025-12-19 13:38:15,819 | INFO | [default | seed 22] elapsed_time 00:21:04, episode 0037, episode_steps 300, mean_reward_over_100_episodes_from_training 00.18±01.29, mean_exploration_ratio_over_100_episodes_from_training 0.7165±0.0328, epsilon 0.890, mean_reward_over_100_episodes_from_eval 04.39±04.77
2025-12-19 13:38:48,428 | INFO | [default | seed 22] elapsed_time 00:21:37, episode 0038, episode_steps 300, mean_reward_over_100_episodes_from_training 00.23±01.31, mean_exploration_ratio_over_100_episodes_from_training 0.7149±0.0338, epsilon 0.887, mean_reward_over_100_episodes_from_eval 04.46±04.72
2025-12-19 13:39:21,765 | INFO | [default | seed 22] elapsed_time 00:22:10, episode 0039, episode_steps 300, mean_reward_over_100_episodes_from_training 00.25±01.30, mean_exploration_ratio_over_100_episodes_from_training 0.7140±0.0339, epsilon 0.884, mean_reward_over_100_episodes_from_eval 04.35±04.71
2025-12-19 13:39:54,295 | INFO | [default | seed 22] elapsed_time 00:22:43, episode 0040, episode_steps 300, mean_reward_over_100_episodes_from_training 00.24±01.28, mean_exploration_ratio_over_100_episodes_from_training 0.7131±0.0339, epsilon 0.882, mean_reward_over_100_episodes_from_eval 04.37±04.66
2025-12-19 13:40:27,859 | INFO | [default | seed 22] elapsed_time 00:23:16, episode 0041, episode_steps 300, mean_reward_over_100_episodes_from_training 00.26±01.27, mean_exploration_ratio_over_100_episodes_from_training 0.7109±0.0364, epsilon 0.879, mean_reward_over_100_episodes_from_eval 04.60±04.83
2025-12-19 13:41:01,022 | INFO | [default | seed 22] elapsed_time 00:23:49, episode 0042, episode_steps 300, mean_reward_over_100_episodes_from_training 00.28±01.26, mean_exploration_ratio_over_100_episodes_from_training 0.7107±0.0360, epsilon 0.876, mean_reward_over_100_episodes_from_eval 04.51±04.80
2025-12-19 13:41:45,865 | INFO | [default | seed 22] elapsed_time 00:24:34, episode 0043, episode_steps 300, mean_reward_over_100_episodes_from_training 00.30±01.25, mean_exploration_ratio_over_100_episodes_from_training 0.7092±0.0370, epsilon 0.873, mean_reward_over_100_episodes_from_eval 04.48±04.76
2025-12-19 13:42:18,308 | INFO | [default | seed 22] elapsed_time 00:25:07, episode 0044, episode_steps 300, mean_reward_over_100_episodes_from_training 00.29±01.24, mean_exploration_ratio_over_100_episodes_from_training 0.7077±0.0378, epsilon 0.871, mean_reward_over_100_episodes_from_eval 04.47±04.70
2025-12-19 13:42:51,087 | INFO | [default | seed 22] elapsed_time 00:25:40, episode 0045, episode_steps 300, mean_reward_over_100_episodes_from_training 00.33±01.25, mean_exploration_ratio_over_100_episodes_from_training 0.7067±0.0380, epsilon 0.868, mean_reward_over_100_episodes_from_eval 04.39±04.68
2025-12-19 13:43:24,577 | INFO | [default | seed 22] elapsed_time 00:26:13, episode 0046, episode_steps 300, mean_reward_over_100_episodes_from_training 00.36±01.26, mean_exploration_ratio_over_100_episodes_from_training 0.7052±0.0389, epsilon 0.865, mean_reward_over_100_episodes_from_eval 04.30±04.67
2025-12-19 13:43:57,181 | INFO | [default | seed 22] elapsed_time 00:26:46, episode 0047, episode_steps 300, mean_reward_over_100_episodes_from_training 00.33±01.26, mean_exploration_ratio_over_100_episodes_from_training 0.7041±0.0393, epsilon 0.862, mean_reward_over_100_episodes_from_eval 04.29±04.62
2025-12-19 13:44:29,641 | INFO | [default | seed 22] elapsed_time 00:27:18, episode 0048, episode_steps 300, mean_reward_over_100_episodes_from_training 00.35±01.25, mean_exploration_ratio_over_100_episodes_from_training 0.7028±0.0399, epsilon 0.860, mean_reward_over_100_episodes_from_eval 04.22±04.60
2025-12-19 13:45:02,343 | INFO | [default | seed 22] elapsed_time 00:27:51, episode 0049, episode_steps 300, mean_reward_over_100_episodes_from_training 00.36±01.25, mean_exploration_ratio_over_100_episodes_from_training 0.7019±0.0400, epsilon 0.857, mean_reward_over_100_episodes_from_eval 04.16±04.58
2025-12-19 13:45:34,674 | INFO | [default | seed 22] elapsed_time 00:28:23, episode 0050, episode_steps 300, mean_reward_over_100_episodes_from_training 00.35±01.23, mean_exploration_ratio_over_100_episodes_from_training 0.6999±0.0420, epsilon 0.854, mean_reward_over_100_episodes_from_eval 04.08±04.57
2025-12-19 13:46:07,409 | INFO | [default | seed 22] elapsed_time 00:28:56, episode 0051, episode_steps 300, mean_reward_over_100_episodes_from_training 00.35±01.22, mean_exploration_ratio_over_100_episodes_from_training 0.6982±0.0434, epsilon 0.852, mean_reward_over_100_episodes_from_eval 04.00±04.56
2025-12-19 13:46:39,802 | INFO | [default | seed 22] elapsed_time 00:29:28, episode 0052, episode_steps 300, mean_reward_over_100_episodes_from_training 00.38±01.23, mean_exploration_ratio_over_100_episodes_from_training 0.6978±0.0431, epsilon 0.849, mean_reward_over_100_episodes_from_eval 03.91±04.57
2025-12-19 13:47:13,125 | INFO | [default | seed 22] elapsed_time 00:30:02, episode 0053, episode_steps 300, mean_reward_over_100_episodes_from_training 00.41±01.24, mean_exploration_ratio_over_100_episodes_from_training 0.6975±0.0428, epsilon 0.846, mean_reward_over_100_episodes_from_eval 03.87±04.53
2025-12-19 13:47:45,457 | INFO | [default | seed 22] elapsed_time 00:30:34, episode 0054, episode_steps 300, mean_reward_over_100_episodes_from_training 00.44±01.25, mean_exploration_ratio_over_100_episodes_from_training 0.6961±0.0435, epsilon 0.844, mean_reward_over_100_episodes_from_eval 03.80±04.52
2025-12-19 13:48:17,934 | INFO | [default | seed 22] elapsed_time 00:31:06, episode 0055, episode_steps 300, mean_reward_over_100_episodes_from_training 00.41±01.25, mean_exploration_ratio_over_100_episodes_from_training 0.6952±0.0436, epsilon 0.841, mean_reward_over_100_episodes_from_eval 03.75±04.49
2025-12-19 13:48:50,748 | INFO | [default | seed 22] elapsed_time 00:31:39, episode 0056, episode_steps 300, mean_reward_over_100_episodes_from_training 00.40±01.24, mean_exploration_ratio_over_100_episodes_from_training 0.6936±0.0450, epsilon 0.838, mean_reward_over_100_episodes_from_eval 03.72±04.46
2025-12-19 13:49:23,121 | INFO | [default | seed 22] elapsed_time 00:32:12, episode 0057, episode_steps 300, mean_reward_over_100_episodes_from_training 00.41±01.23, mean_exploration_ratio_over_100_episodes_from_training 0.6924±0.0456, epsilon 0.836, mean_reward_over_100_episodes_from_eval 03.71±04.42
2025-12-19 13:49:56,527 | INFO | [default | seed 22] elapsed_time 00:32:45, episode 0058, episode_steps 300, mean_reward_over_100_episodes_from_training 00.41±01.22, mean_exploration_ratio_over_100_episodes_from_training 0.6916±0.0455, epsilon 0.833, mean_reward_over_100_episodes_from_eval 03.66±04.40
2025-12-19 13:50:28,980 | INFO | [default | seed 22] elapsed_time 00:33:17, episode 0059, episode_steps 300, mean_reward_over_100_episodes_from_training 00.40±01.21, mean_exploration_ratio_over_100_episodes_from_training 0.6909±0.0455, epsilon 0.831, mean_reward_over_100_episodes_from_eval 03.62±04.37
2025-12-19 13:51:02,470 | INFO | [default | seed 22] elapsed_time 00:33:51, episode 0060, episode_steps 300, mean_reward_over_100_episodes_from_training 00.38±01.22, mean_exploration_ratio_over_100_episodes_from_training 0.6899±0.0457, epsilon 0.828, mean_reward_over_100_episodes_from_eval 03.59±04.34
2025-12-19 13:51:35,200 | INFO | [default | seed 22] elapsed_time 00:34:24, episode 0061, episode_steps 300, mean_reward_over_100_episodes_from_training 00.35±01.22, mean_exploration_ratio_over_100_episodes_from_training 0.6885±0.0467, epsilon 0.825, mean_reward_over_100_episodes_from_eval 03.74±04.47
2025-12-19 13:52:07,615 | INFO | [default | seed 22] elapsed_time 00:34:56, episode 0062, episode_steps 300, mean_reward_over_100_episodes_from_training 00.35±01.21, mean_exploration_ratio_over_100_episodes_from_training 0.6871±0.0477, epsilon 0.823, mean_reward_over_100_episodes_from_eval 03.75±04.43
2025-12-19 13:52:40,947 | INFO | [default | seed 22] elapsed_time 00:35:29, episode 0063, episode_steps 300, mean_reward_over_100_episodes_from_training 00.38±01.22, mean_exploration_ratio_over_100_episodes_from_training 0.6853±0.0493, epsilon 0.820, mean_reward_over_100_episodes_from_eval 03.69±04.42
2025-12-19 13:53:13,918 | INFO | [default | seed 22] elapsed_time 00:36:02, episode 0064, episode_steps 300, mean_reward_over_100_episodes_from_training 00.37±01.21, mean_exploration_ratio_over_100_episodes_from_training 0.6845±0.0494, epsilon 0.818, mean_reward_over_100_episodes_from_eval 03.66±04.39
2025-12-19 13:53:47,230 | INFO | [default | seed 22] elapsed_time 00:36:36, episode 0065, episode_steps 300, mean_reward_over_100_episodes_from_training 00.38±01.20, mean_exploration_ratio_over_100_episodes_from_training 0.6835±0.0496, epsilon 0.815, mean_reward_over_100_episodes_from_eval 03.70±04.37
2025-12-19 13:54:20,910 | INFO | [default | seed 22] elapsed_time 00:37:09, episode 0066, episode_steps 300, mean_reward_over_100_episodes_from_training 00.43±01.27, mean_exploration_ratio_over_100_episodes_from_training 0.6820±0.0508, epsilon 0.813, mean_reward_over_100_episodes_from_eval 03.66±04.35
2025-12-19 13:54:53,351 | INFO | [default | seed 22] elapsed_time 00:37:42, episode 0067, episode_steps 300, mean_reward_over_100_episodes_from_training 00.46±01.28, mean_exploration_ratio_over_100_episodes_from_training 0.6805±0.0519, epsilon 0.810, mean_reward_over_100_episodes_from_eval 03.60±04.34
2025-12-19 13:55:26,780 | INFO | [default | seed 22] elapsed_time 00:38:15, episode 0068, episode_steps 300, mean_reward_over_100_episodes_from_training 00.45±01.27, mean_exploration_ratio_over_100_episodes_from_training 0.6794±0.0523, epsilon 0.808, mean_reward_over_100_episodes_from_eval 03.55±04.33
2025-12-19 13:55:59,692 | INFO | [default | seed 22] elapsed_time 00:38:48, episode 0069, episode_steps 300, mean_reward_over_100_episodes_from_training 00.43±01.27, mean_exploration_ratio_over_100_episodes_from_training 0.6779±0.0534, epsilon 0.805, mean_reward_over_100_episodes_from_eval 03.50±04.32
2025-12-19 13:56:33,990 | INFO | [default | seed 22] elapsed_time 00:39:22, episode 0070, episode_steps 300, mean_reward_over_100_episodes_from_training 00.41±01.27, mean_exploration_ratio_over_100_episodes_from_training 0.6766±0.0542, epsilon 0.802, mean_reward_over_100_episodes_from_eval 03.44±04.32
2025-12-19 13:57:28,425 | INFO | [default | seed 22] elapsed_time 00:40:17, episode 0071, episode_steps 300, mean_reward_over_100_episodes_from_training 00.44±01.30, mean_exploration_ratio_over_100_episodes_from_training 0.6761±0.0540, epsilon 0.800, mean_reward_over_100_episodes_from_eval 03.42±04.29
2025-12-19 13:58:11,620 | INFO | [default | seed 22] elapsed_time 00:41:00, episode 0072, episode_steps 300, mean_reward_over_100_episodes_from_training 00.44±01.29, mean_exploration_ratio_over_100_episodes_from_training 0.6747±0.0549, epsilon 0.797, mean_reward_over_100_episodes_from_eval 03.41±04.26
2025-12-19 13:58:47,223 | INFO | [default | seed 22] elapsed_time 00:41:36, episode 0073, episode_steps 300, mean_reward_over_100_episodes_from_training 00.42±01.29, mean_exploration_ratio_over_100_episodes_from_training 0.6741±0.0548, epsilon 0.795, mean_reward_over_100_episodes_from_eval 03.41±04.24
2025-12-19 13:59:21,080 | INFO | [default | seed 22] elapsed_time 00:42:10, episode 0074, episode_steps 300, mean_reward_over_100_episodes_from_training 00.44±01.30, mean_exploration_ratio_over_100_episodes_from_training 0.6729±0.0553, epsilon 0.793, mean_reward_over_100_episodes_from_eval 03.36±04.23
2025-12-19 13:59:56,922 | INFO | [default | seed 22] elapsed_time 00:42:45, episode 0075, episode_steps 300, mean_reward_over_100_episodes_from_training 00.42±01.30, mean_exploration_ratio_over_100_episodes_from_training 0.6722±0.0552, epsilon 0.790, mean_reward_over_100_episodes_from_eval 03.32±04.22
2025-12-19 14:00:32,475 | INFO | [default | seed 22] elapsed_time 00:43:21, episode 0076, episode_steps 300, mean_reward_over_100_episodes_from_training 00.42±01.29, mean_exploration_ratio_over_100_episodes_from_training 0.6723±0.0549, epsilon 0.788, mean_reward_over_100_episodes_from_eval 03.34±04.19
2025-12-19 14:01:07,877 | INFO | [default | seed 22] elapsed_time 00:43:56, episode 0077, episode_steps 300, mean_reward_over_100_episodes_from_training 00.41±01.29, mean_exploration_ratio_over_100_episodes_from_training 0.6703±0.0572, epsilon 0.785, mean_reward_over_100_episodes_from_eval 03.28±04.19
2025-12-19 14:01:42,379 | INFO | [default | seed 22] elapsed_time 00:44:31, episode 0078, episode_steps 300, mean_reward_over_100_episodes_from_training 00.41±01.28, mean_exploration_ratio_over_100_episodes_from_training 0.6696±0.0571, epsilon 0.783, mean_reward_over_100_episodes_from_eval 03.32±04.18
2025-12-19 14:02:16,660 | INFO | [default | seed 22] elapsed_time 00:45:05, episode 0079, episode_steps 300, mean_reward_over_100_episodes_from_training 00.40±01.27, mean_exploration_ratio_over_100_episodes_from_training 0.6687±0.0574, epsilon 0.780, mean_reward_over_100_episodes_from_eval 03.27±04.17
2025-12-19 14:02:50,387 | INFO | [default | seed 22] elapsed_time 00:45:39, episode 0080, episode_steps 300, mean_reward_over_100_episodes_from_training 00.40±01.26, mean_exploration_ratio_over_100_episodes_from_training 0.6667±0.0596, epsilon 0.778, mean_reward_over_100_episodes_from_eval 03.30±04.15
2025-12-19 14:03:23,479 | INFO | [default | seed 22] elapsed_time 00:46:12, episode 0081, episode_steps 300, mean_reward_over_100_episodes_from_training 00.40±01.26, mean_exploration_ratio_over_100_episodes_from_training 0.6654±0.0604, epsilon 0.775, mean_reward_over_100_episodes_from_eval 03.28±04.12
